ID,DATE,TEXT,CRIME,ADDRESS,LATITUDE,LONGITUDE
1503168566996058114,2022-03-14 00:38:08,"ACCIDENT - HIT AND RUN - PRIORITY at NE HOYT ST / NE GRAND AVE, PORT [Portland Police #PP22000068116] 17:03 #pdx911… https://t.co/vBBzczvExu",ACCIDENT - HIT AND RUN - PRIORITY ," NE HOYT ST / NE GRAND AVE, PORTLAND",45.527275,-122.66068
1503168821019832320,2022-03-14 00:39:09,"ACCIDENT - HIT AND RUN - PRIORITY at NE HOYT ST / NE GRAND AVE, PORT [Portland Police #PP22000068116] 17:03 #pdx911… https://t.co/3p6r97q0Fv",ACCIDENT - HIT AND RUN - PRIORITY ," NE HOYT ST / NE GRAND AVE, PORTLAND",45.527275,-122.66068
1503169075282788355,2022-03-14 00:40:09,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/JCG0BxG4Fy",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503169324311220226,2022-03-14 00:41:09,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/sVRc8a4rYb",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503169576573448193,2022-03-14 00:42:09,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/ct0nFC4gKo",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503169824863580161,2022-03-14 00:43:08,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/GYdVpSQcVY",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503170077184589825,2022-03-14 00:44:08,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/76lOrBctSB",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503170330025553920,2022-03-14 00:45:08,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/o8mm6NNApv",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503170582484951041,2022-03-14 00:46:09,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/MytI4q4Tg7",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503170835250483200,2022-03-14 00:47:09,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/dDe1dmDJ4B",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503171083775602689,2022-03-14 00:48:08,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/bvMDUsQnZv",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503171336209797122,2022-03-14 00:49:08,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/5SlvAgJKIE",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503171588379713544,2022-03-14 00:50:08,"ACCIDENT - INJURY at NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORT [Portland Police #PP22000068126] 17:10… https://t.co/5bqqcLQ3pt",ACCIDENT - INJURY ," NB I205 FWY SO / EXIT 21A AND NE GLISAN ST, PORTLAND",None,
1503171842479050757,2022-03-14 00:51:09,"VANDALISM - COLD at 1200 SE 130TH AVE, PORT [Portland Police #PP22000068034] 17:35 #pdx911 #portland #pdx #oregon https://t.co/jitOpXUl7r",VANDALISM - COLD ," 1200 SE 130TH AVE, PORTLAND",45.514687,-122.529874
1503172343434080257,2022-03-14 00:53:08,"BURGLARY - PRIORITY *H at 800 NE 29TH AVE, PORT [Portland Police #PP22000068141] 17:24 #pdx911 #portland #pdx… https://t.co/Tyq3cGI9y5",BURGLARY - PRIORITY *H ," 800 NE 29TH AVE, PORTLAND",45.528724,-122.635752
1503172597348896769,2022-03-14 00:54:09,"BURGLARY - COLD at 9900 N WHITAKER RD, PORT [Portland Police #PP22000067964] 17:46 #pdx911 #portland #pdx #oregon https://t.co/jlu3F5QBFY",BURGLARY - COLD ," 9900 N WHITAKER RD, PORTLAND",45.59397759335935,-122.6820071292844
1503172847060992003,2022-03-14 00:55:08,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 3800 NE 82ND AVE, PORT [Portland Police #PP22000068154] 17:40 #pdx911… https://t.co/9p30qmJATa","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 3800 NE 82ND AVE, PORTLAND",45.550306,-122.578593
1503173101244145666,2022-03-14 00:56:09,"VEHICLE STOLEN - COLD at 4200 NE 125TH PL, PORT [Portland Police #PP22000067948] 17:02 #pdx911 #portland #pdx… https://t.co/18YnKJvGNa",VEHICLE STOLEN - COLD ," 4200 NE 125TH PL, PORTLAND",45.5526575,-122.53245865878851
1503173601482010624,2022-03-14 00:58:08,"THEFT - PRIORITY at 1500 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP22000068066] 16:53 #pdx911 #portland #pdx… https://t.co/rRNb6uuGYj",THEFT - PRIORITY ," 1500 N TOMAHAWK ISLAND DR, PORTLAND",45.61202965,-122.6837855
1503174862398918657,2022-03-14 01:03:09,"DISTURBANCE - PRIORITY at 4500 NE 118TH AVE, PORT [Portland Police #PP22000068130] 17:24 #pdx911 #portland #pdx… https://t.co/cy3GVN1Gkd",DISTURBANCE - PRIORITY ," 4500 NE 118TH AVE, PORTLAND",45.555501,-122.541254
1503175112232562691,2022-03-14 01:04:09,"UNWANTED PERSON at 1100 N HAYDEN MEADOWS DR, PORT [Portland Police #PP22000068136] 17:21 #pdx911 #portland #pdx… https://t.co/feTte6ThsO",UNWANTED PERSON ," 1100 N HAYDEN MEADOWS DR, PORTLAND",45.596009,-122.67747968471082
1503175366235488257,2022-03-14 01:05:09,"ACCIDENT - HIT AND RUN - COLD at 13400 NE SANDY BLVD, PORT [Portland Police #PP22000068135] 17:58 #pdx911 #portland… https://t.co/pWA1rZ6lcd",ACCIDENT - HIT AND RUN - COLD ," 13400 NE SANDY BLVD, PORTLAND",45.55464029411765,-122.52345479411764
1503175615783997440,2022-03-14 01:06:09,"ACCIDENT - HIT AND RUN - PRIORITY at 7600 N HEREFORD AVE, PORT [Portland Police #PP22000068150] 17:33 #pdx911… https://t.co/r1XjBpw846",ACCIDENT - HIT AND RUN - PRIORITY ," 7600 N HEREFORD AVE, PORTLAND",45.5824639,-122.72175412600068
1503175870042705922,2022-03-14 01:07:09,"THEFT - COLD at 2200  LLOYD CENTER , PORT [Portland Police #PP22000068142] 17:27 #pdx911 #portland #pdx #oregon https://t.co/3HG7KfuEFR",THEFT - COLD ," 2200  LLOYD CENTER , PORTLAND",45.5325486,-122.6555558
1503176876029726724,2022-03-14 01:11:09,"THEFT - COLD at 10200 NE CASCADES PKWY, PORT [Portland Police #PP22000068110] 18:04 #pdx911 #portland #pdx #oregon https://t.co/ef5ygH22Lg",THEFT - COLD ," 10200 NE CASCADES PKWY, PORTLAND",45.572237,-122.557785
1503177125506924546,2022-03-14 01:12:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 4300 NE 122ND AVE, PORT [Portland Police #PP22000068170] 18:00 #pdx911… https://t.co/4ISWoWRb28","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 4300 NE 122ND AVE, PORTLAND",45.55668197881356,-122.53743773305084
1503177379677564928,2022-03-14 01:13:09,"THEFT - COLD at 300 NE HOLLADAY ST, PORT [Portland Police #PP22000068164] 18:01 #pdx911 #portland #pdx #oregon https://t.co/iDvt52qpBd",THEFT - COLD ," 300 NE HOLLADAY ST, PORTLAND",45.52997,-122.66252
1503177630069133313,2022-03-14 01:14:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NE SAN RAFAEL ST / NE 122ND AVE, PORT [Portland Police #PP22000068172] 18:… https://t.co/1L6jePkB8l","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," NE SAN RAFAEL ST / NE 122ND AVE, PORTLAND",45.537157,-122.537601
1503177879856693248,2022-03-14 01:15:08,"THEFT - PRIORITY at 1700 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP22000068076] 16:55 #pdx911 #portland #pdx… https://t.co/HswI2RN6fP",THEFT - PRIORITY ," 1700 N TOMAHAWK ISLAND DR, PORTLAND",45.6109024,-122.6777353
1503178134664855553,2022-03-14 01:16:09,"VEHICLE STOLEN - COLD at 4000 SE BYBEE BLVD, PORT [Portland Police #PP22000067983] 17:39 #pdx911 #portland #pdx… https://t.co/wv8UJBInX8",VEHICLE STOLEN - COLD ," 4000 SE BYBEE BLVD, PORTLAND",45.472352,-122.6218278677516
1503178634672017408,2022-03-14 01:18:08,"PREMISE CHECK at 1100 NE 72ND AVE, PORT [Portland Police #PP22000068017] 16:27 #pdx911 #portland #pdx #oregon https://t.co/mX4f4Kmz0U",PREMISE CHECK ," 1100 NE 72ND AVE, PORTLAND",45.530475,-122.58863
1503180145779044353,2022-03-14 01:24:09,"ACCIDENT - HIT AND RUN - PRIORITY at SE DIVISION ST / SE 96TH DR, PORT [Portland Police #PP22000068189] 18:19… https://t.co/3JPQkliDdC",ACCIDENT - HIT AND RUN - PRIORITY ," SE DIVISION ST / SE 96TH DR, PORTLAND",45.504394,-122.563207
1503180394677489665,2022-03-14 01:25:08,"ACCIDENT - HIT AND RUN - PRIORITY at SE DIVISION ST / SE 96TH DR, PORT [Portland Police #PP22000068189] 18:19… https://t.co/mzWNlHQpNH",ACCIDENT - HIT AND RUN - PRIORITY ," SE DIVISION ST / SE 96TH DR, PORTLAND",45.504394,-122.563207
1503180648063782912,2022-03-14 01:26:08,"ACCIDENT - HIT AND RUN - PRIORITY at SE DIVISION ST / SE 96TH DR, PORT [Portland Police #PP22000068189] 18:19… https://t.co/bomTeszXru",ACCIDENT - HIT AND RUN - PRIORITY ," SE DIVISION ST / SE 96TH DR, PORTLAND",45.504394,-122.563207
1503180901206831107,2022-03-14 01:27:09,"ACCIDENT - HIT AND RUN - PRIORITY at SE DIVISION ST / SE 96TH DR, PORT [Portland Police #PP22000068189] 18:19… https://t.co/8xhLj9uo0K",ACCIDENT - HIT AND RUN - PRIORITY ," SE DIVISION ST / SE 96TH DR, PORTLAND",45.504394,-122.563207
1503181151661289474,2022-03-14 01:28:08,"ACCIDENT - HIT AND RUN - PRIORITY at SE DIVISION ST / SE 96TH DR, PORT [Portland Police #PP22000068189] 18:19… https://t.co/viIpxh7Y6p",ACCIDENT - HIT AND RUN - PRIORITY ," SE DIVISION ST / SE 96TH DR, PORTLAND",45.504394,-122.563207
1503181224277262337,2022-03-14 01:28:26,"ACCIDENT - HIT AND RUN - COLD at 2800 NE HOGAN DR, GRSM [Gresham Police #PG22000009164] 18:17 #pdx911 #gresham #pdx… https://t.co/xAF4v0qdFu",ACCIDENT - HIT AND RUN - COLD ," 2800 NE HOGAN DR, GRESHAM",45.517162,-122.4112394
1503181405815459844,2022-03-14 01:29:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 2000 NW FLANDERS ST, PORT [Portland Police #PP22000068187] 18:23 #pdx911… https://t.co/DPUfAK5EXB","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 2000 NW FLANDERS ST, PORTLAND",45.525533,-122.692535
1503181657368510464,2022-03-14 01:30:09,"BURGLARY - COLD at 1200 NE MARTIN LUTHER KING JR BLVD, PORT [Portland Police #PP22000068140] 17:51 #pdx911… https://t.co/FuCool4Qbm",BURGLARY - COLD ," 1200 NE MARTIN LUTHER KING JR BLVD, PORTLAND",45.531631,-122.661552
1503181906795393027,2022-03-14 01:31:09,"THEFT - COLD at 4000 NE HALSEY ST, PORT [Portland Police #PP22000068086] 17:58 #pdx911 #portland #pdx #oregon https://t.co/In8jn80hzz",THEFT - COLD ," 4000 NE HALSEY ST, PORTLAND",45.533727,-122.62209
1503182161473466368,2022-03-14 01:32:09,"DISTURBANCE - WITH WEAPON *H at NE 9TH AVE / NE MULTNOMAH ST, PORT [Portland Police #PP22000068195] 18:24 #pdx911… https://t.co/Pz78UrxqkY",DISTURBANCE - WITH WEAPON *H ," NE 9TH AVE / NE MULTNOMAH ST, PORTLAND",45.530775,-122.656605
1503182412292841473,2022-03-14 01:33:09,"THEFT - COLD at 8300 NE SANDY BLVD, PORT [Portland Police #PP22000068098] 17:02 #pdx911 #portland #pdx #oregon https://t.co/JVzKVBhsg3",THEFT - COLD ," 8300 NE SANDY BLVD, PORTLAND",45.553093,-122.576793
1503182912434319361,2022-03-14 01:35:08,"DISTURBANCE - PRIORITY at SE 82ND AVE / SE BYBEE BLVD, PORT [Portland Police #PP22000068191] 18:23 #pdx911… https://t.co/Nys8DPNaFL",DISTURBANCE - PRIORITY ," SE 82ND AVE / SE BYBEE BLVD, PORTLAND",45.530945,-122.579036
1503183667744555014,2022-03-14 01:38:08,"VEHICLE STOLEN - COLD at 4400 NE KILLINGSWORTH ST, PORT [Portland Police #PP22000068105] 18:28 #pdx911 #portland… https://t.co/zOLtk0xG23",VEHICLE STOLEN - COLD ," 4400 NE KILLINGSWORTH ST, PORTLAND",45.56270493288591,-122.61814195973156
1503183922120650752,2022-03-14 01:39:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 100 SE 63RD AVE, PORT [Portland Police #PP22000068161] 18:20 #pdx911… https://t.co/zidOr2VwpL","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 100 SE 63RD AVE, PORTLAND",45.5220815,-122.598411
1503184171698585601,2022-03-14 01:40:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 4000 N MISSISSIPPI AVE, PORT [Portland Police #PP22000068171] 18:08… https://t.co/i6s9juoRPT","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 4000 N MISSISSIPPI AVE, PORTLAND",45.552231250000006,-122.67533520007152
1503184676281671680,2022-03-14 01:42:09,"THEFT - COLD at 12000 NE AIRPORT WAY, PORT [Portland Police #PP22000067956] 18:29 #pdx911 #portland #pdx #oregon https://t.co/qPY9CpXtqe",THEFT - COLD ," 12000 NE AIRPORT WAY, PORTLAND",45.566872,-122.540655
1503184926220316673,2022-03-14 01:43:08,"DISTURBANCE - WITH WEAPON *H at 2400 SE 135TH AVE, PORT [Portland Police #PP22000068183] 18:09 #pdx911 #portland… https://t.co/JeSjMDxR7Y",DISTURBANCE - WITH WEAPON *H ," 2400 SE 135TH AVE, PORTLAND",45.504824,-122.524636
1503185181372403713,2022-03-14 01:44:09,"VEHICLE STOLEN - PRIORITY at 3200 S KELLY AVE, PORT [Portland Police #PP22000068079] 16:33 #pdx911 #portland #pdx… https://t.co/tgvMnd8CFs",VEHICLE STOLEN - PRIORITY ," 3200 S KELLY AVE, PORTLAND",45.49961,-122.674088
1503185432439263232,2022-03-14 01:45:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NE EVERETT ST / NE GRAND AVE, PORT [Portland Police #PP22000068201] 18:35… https://t.co/x0hEtO3Q8O","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," NE EVERETT ST / NE GRAND AVE, PORTLAND",45.525082,-122.660716
1503185681803190273,2022-03-14 01:46:09,"THEFT - COLD at 7700 SE 120TH PL, PORT [Portland Police #PP22000068138] 18:16 #pdx911 #portland #pdx #oregon https://t.co/Gg289smsaK",THEFT - COLD ," 7700 SE 120TH PL, PORTLAND",45.46717292974976,-122.53782233775672
1503186687463084032,2022-03-14 01:50:08,"VEHICLE STOLEN - COLD at 6100 N MICHIGAN AVE, PORT [Portland Police #PP22000068065] 17:08 #pdx911 #portland #pdx… https://t.co/RaBNGTloOw",VEHICLE STOLEN - COLD ," 6100 N MICHIGAN AVE, PORTLAND",45.56711932214765,-122.6768062751678
1503187698290360323,2022-03-14 01:54:09,"AREA CHECK at 400 SW MORRISON ST, PORT [Portland Police #PP22000068205] 18:43 #pdx911 #portland #pdx #oregon https://t.co/ubagSSJmqM",AREA CHECK ," 400 SW MORRISON ST, PORTLAND",45.518489,-122.676762
1503187949063602176,2022-03-14 01:55:09,"DISTURBANCE - PRIORITY at 2200 W BURNSIDE ST, PORT [Portland Police #PP22000068202] 18:33 #pdx911 #portland #pdx… https://t.co/D1FMntVGKa",DISTURBANCE - PRIORITY ," 2200 W BURNSIDE ST, PORTLAND",45.523236,-122.696489
1503188449343332353,2022-03-14 01:57:08,"UNWANTED PERSON at 16300 SE DIVISION ST, PORT [Portland Police #PP22000068216] 18:49 #pdx911 #portland #pdx #oregon https://t.co/3JZNR6iK2c",UNWANTED PERSON ," 16300 SE DIVISION ST, PORTLAND",45.50449006725849,-122.49578443420296
1503188953599397890,2022-03-14 01:59:09,"VEHICLE STOLEN - COLD at 3200 SE SALMON ST, PORT [Portland Police #PP22000068068] 17:10 #pdx911 #portland #pdx… https://t.co/ArA5ZSbrAt",VEHICLE STOLEN - COLD ," 3200 SE SALMON ST, PORTLAND",45.514229,-122.6319808846154
1503189209032511488,2022-03-14 02:00:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1400 NW 23RD AVE, PORT [Portland Police #PP22000068218] 18:51 #pdx911… https://t.co/V4bAvnMgLG","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 1400 NW 23RD AVE, PORTLAND",45.5327992,-122.698544
1503189709438132225,2022-03-14 02:02:09,"UNWANTED PERSON at 10400 N VANCOUVER WAY, PORT [Portland Police #PP22000068210] 18:48 #pdx911 #portland #pdx #oregon https://t.co/dNvomyRNp0",UNWANTED PERSON ," 10400 N VANCOUVER WAY, PORTLAND",45.59644846231156,-122.6691573718593
1503189959141863430,2022-03-14 02:03:08,"SUSPICIOUS - PRIORITY at 8800 NE SANDY BLVD, PORT [Portland Police #PP22000068153] 17:59 #pdx911 #portland #pdx… https://t.co/KmNA8DPPyN",SUSPICIOUS - PRIORITY ," 8800 NE SANDY BLVD, PORTLAND",45.55508,-122.571913
1503190213022998529,2022-03-14 02:04:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at SE ELLIS ST / SE 43RD AVE, PORT [Portland Police #PP22000068118] 16:58… https://t.co/FMZ9skFCPM","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," SE ELLIS ST / SE 43RD AVE, PORTLAND",45.482069,-122.618436
1503190464668729344,2022-03-14 02:05:09,"VEHICLE STOLEN - PRIORITY at SW 5TH AVE / SW COLLEGE ST, PORT [Portland Police #PP22000068155] 17:44 #pdx911… https://t.co/rw2F7mTqGT",VEHICLE STOLEN - PRIORITY ," SW 5TH AVE / SW COLLEGE ST, PORTLAND",45.509469,-122.682596
1503190714976415745,2022-03-14 02:06:09,"UNWANTED PERSON at 400 SW COLLEGE ST, PORT [Portland Police #PP22000068212] 18:51 #pdx911 #portland #pdx #oregon https://t.co/XiBUcreI8R",UNWANTED PERSON ," 400 SW COLLEGE ST, PORTLAND",45.509158,-122.681814
1503190787382673409,2022-03-14 02:06:26,"SHOOTING - COLD at 1500 NW 1ST ST, GRSM [Gresham Police #PG22000009167] 18:45 #pdx911 #gresham #pdx #oregon https://t.co/Dhl7ytbZTB",SHOOTING - COLD ," 1500 NW 1ST ST, GRESHAM",45.498677,-122.447422
1503191218494205955,2022-03-14 02:08:09,"VEHICLE STOLEN - COLD at 3900 NE TILLAMOOK ST, PORT [Portland Police #PP22000068177] 18:12 #pdx911 #portland #pdx… https://t.co/x64mQ0u3aV",VEHICLE STOLEN - COLD ," 3900 NE TILLAMOOK ST, PORTLAND",45.537689,-122.622791
1503192980336771073,2022-03-14 02:15:09,"VANDALISM - COLD at 5900 NE 122ND AVE, PORT [Portland Police #PP22000068199] 18:40 #pdx911 #portland #pdx #oregon https://t.co/TTlFVH0U10",VANDALISM - COLD ," 5900 NE 122ND AVE, PORTLAND",45.565612,-122.533355
1503193233953746946,2022-03-14 02:16:09,"ASSAULT - PRIORITY at 4100 NE 82ND AVE, PORT [Portland Police #PP22000068128] 17:08 #pdx911 #portland #pdx #oregon https://t.co/vne7t1lg0n",ASSAULT - PRIORITY ," 4100 NE 82ND AVE, PORTLAND",45.5524971,-122.5785171
1503193484030726148,2022-03-14 02:17:09,"UNWANTED PERSON at 3800 NE 82ND AVE, PORT [Portland Police #PP22000068211] 18:46 #pdx911 #portland #pdx #oregon https://t.co/TnBZLc08Tl",UNWANTED PERSON ," 3800 NE 82ND AVE, PORTLAND",45.550306,-122.578593
1503193734346784769,2022-03-14 02:18:08,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at SE 119TH AVE / SE STARK ST[NORTH OF, PORT [Portland Police #PP22000068233]… https://t.co/LN2vLbPmv9","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," SE 119TH AVE / SE STARK ST[NORTH OF, PORTLAND",45.519022,-122.540385
1503194996920369152,2022-03-14 02:23:09,"VEHICLE STOLEN - COLD at 2000 SW MAIN ST, PORT [Portland Police #PP22000068217] 18:50 #pdx911 #portland #pdx #oregon https://t.co/HxtBEEH5HN",VEHICLE STOLEN - COLD ," 2000 SW MAIN ST, PORTLAND",45.519854,-122.694172
1503195248041684996,2022-03-14 02:24:09,"BURGLARY - COLD at 4600 SE HAWTHORNE BLVD, PORT [Portland Police #PP22000067985] 17:30 #pdx911 #portland #pdx… https://t.co/0FX0ithnRa",BURGLARY - COLD ," 4600 SE HAWTHORNE BLVD, PORTLAND",45.511942,-122.614951
1503195749328187393,2022-03-14 02:26:09,"THEFT - COLD at 5600 SE 122ND AVE, PORT [Portland Police #PP22000068031] 19:06 #pdx911 #portland #pdx #oregon https://t.co/KP9EeLRlQa",THEFT - COLD ," 5600 SE 122ND AVE, PORTLAND",45.481726,-122.53774
1503196303018258432,2022-03-14 02:28:21,"UNWANTED PERSON at 22200 SE STARK ST, GRSM [Gresham Police #PG22000009168] 19:01 #pdx911 #gresham #pdx #oregon https://t.co/c9NaEwbds8",UNWANTED PERSON ," 22200 SE STARK ST, GRESHAM",45.51899869798658,-122.43441774496644
1503196552331882497,2022-03-14 02:29:20,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 3000 NE 181ST AVE, GRSM [Gresham Police #PG22000009166] 18:31 #pdx911… https://t.co/PUILH1JfXF","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 3000 NE 181ST AVE, GRESHAM",45.54485236912752,-122.47712980536912
1503196802224300041,2022-03-14 02:30:20,"THREAT - COLD at 1200 NW DIVISION ST, GRSM [Gresham Police #PG22000009171] 19:20 #pdx911 #gresham #pdx #oregon https://t.co/Ody2a6RgOs",THREAT - COLD ," 1200 NW DIVISION ST, GRESHAM",45.50444031818182,-122.44421153409093
1503197007661322240,2022-03-14 02:31:09,"UNWANTED PERSON at 500 NE HOLLADAY ST, PORT [Portland Police #PP22000068207] 19:14 #pdx911 #portland #pdx #oregon https://t.co/4wHlIDPtdO",UNWANTED PERSON ," 500 NE HOLLADAY ST, PORTLAND",45.529966,-122.660486
1503197256974884864,2022-03-14 02:32:08,"THREAT - PRIORITY at 3800 SE 94TH AVE, PORT [Portland Police #PP22000068219] 18:53 #pdx911 #portland #pdx #oregon https://t.co/BYYGfoRJXY",THREAT - PRIORITY ," 3800 SE 94TH AVE, PORTLAND",45.494337,-122.567168
1503197510805852161,2022-03-14 02:33:09,"UNWANTED PERSON at 6100 SE FOSTER RD, PORT [Portland Police #PP22000068226] 19:02 #pdx911 #portland #pdx #oregon https://t.co/Sv3oFLXz8f",UNWANTED PERSON ," 6100 SE FOSTER RD, PORTLAND",45.4913,-122.600548
1503197761050611713,2022-03-14 02:34:08,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1400 N MCCLELLAN ST, PORT [Portland Police #PP22000068160] 18:47 #pdx911… https://t.co/hMIahgCmbI","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," 1400 N MCCLELLAN ST, PORTLAND",45.583026,-122.681564
1503198015510573056,2022-03-14 02:35:09,"VEHICLE STOLEN - COLD at 2000 SE MAIN ST, PORT [Portland Police #PP22000068185] 18:40 #pdx911 #portland #pdx #oregon https://t.co/D2FYveq2qx",VEHICLE STOLEN - COLD ," 2000 SE MAIN ST, PORTLAND",45.513523,-122.645374
1503198265214312450,2022-03-14 02:36:09,"VEHICLE STOLEN - COLD at 13400 SE STARK ST, PORT [Portland Police #PP22000068200] 18:40 #pdx911 #portland #pdx… https://t.co/YhffVf8x49",VEHICLE STOLEN - COLD ," 13400 SE STARK ST, PORTLAND",45.518784,-122.5254222
1503200028197732353,2022-03-14 02:43:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at SE 79TH AVE / SE TIBBETTS ST, PORT [Portland Police #PP22000068242] 19:32… https://t.co/Kopp3yUZOo","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," SE 79TH AVE / SE TIBBETTS ST, PORTLAND",45.500064,-122.581934
1503200279965040641,2022-03-14 02:44:09,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NW 19TH AVE / NW EVERETT ST, PORT [Portland Police #PP22000068246] 19:24… https://t.co/SMYntgPC5K","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE "," NW 19TH AVE / NW EVERETT ST, PORTLAND",45.524945,-122.690312
1503200829095915521,2022-03-14 02:46:20,"DISTURBANCE - PRIORITY at 19100 E BURNSIDE ST, GRSM [Gresham Police #PG22000009170] 19:07 #pdx911 #gresham #pdx… https://t.co/fMEl7Cwch7",DISTURBANCE - PRIORITY ," 19100 E BURNSIDE ST, GRESHAM",45.5185771410212,-122.46638571042548
1503201535651508227,2022-03-14 02:49:08,"UNWANTED PERSON at 1600 NE 122ND AVE, PORT [Portland Police #PP22000068245] 19:26 #pdx911 #portland #pdx #oregon https://t.co/ZIaQSs1ybj",UNWANTED PERSON ," 1600 NE 122ND AVE, PORTLAND",45.5342831,-122.5363336
1503202545493164041,2022-03-14 02:53:09,"ASSAULT - PRIORITY at 3500 SE 122ND AVE, PORT [Portland Police #PP22000068173] 18:04 #pdx911 #portland #pdx #oregon https://t.co/xQWJIOsV4j",ASSAULT - PRIORITY ," 3500 SE 122ND AVE, PORTLAND",45.49687255,-122.53734985
1503203345703469056,2022-03-14 02:56:20,"THREAT - COLD at 16700 NE GLISAN ST, GRSM [Gresham Police #PG22000009174] 19:47 #pdx911 #gresham #pdx #oregon https://t.co/nyLMvW3ucw",THREAT - COLD ," 16700 NE GLISAN ST, GRESHAM",45.52632311764706,-122.49125857983194
