id,title,subtitle,href,rel,updated,name,email,icon,summary,category,published,point,content
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100943","ASSAULT - COLD at 10300 NE HANCOCK ST, PORT",,,,2022-04-16T13:15:52.0-07:00,,,,"ASSAULT - COLD at 10300 NE HANCOCK ST, PORT [Portland Police #PP22000100943]",,2022-04-16T12:33:49.0-07:00,45.536771 -122.556791,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100943</dd>
						<dt>Call Type:</dt>
						<dd>ASSAULT - COLD</dd>
						<dt>Address:</dt>
						<dd>10300 NE HANCOCK ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 1:15:52 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100888","VEHICLE STOLEN - COLD at 3300 SE STARK ST, PORT",,,,2022-04-16T13:19:16.0-07:00,,,,"VEHICLE STOLEN - COLD at 3300 SE STARK ST, PORT [Portland Police #PP22000100888]",,2022-04-16T12:22:35.0-07:00,45.519549 -122.629739,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100888</dd>
						<dt>Call Type:</dt>
						<dd>VEHICLE STOLEN - COLD</dd>
						<dt>Address:</dt>
						<dd>3300 SE STARK ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 1:19:16 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100815","VEHICLE STOLEN - COLD at 8200 NE MARTIN LUTHER KING JR BLVD, PORT",,,,2022-04-16T13:38:59.0-07:00,,,,"VEHICLE STOLEN - COLD at 8200 NE MARTIN LUTHER KING JR BLVD, PORT [Portland Police #PP22000100815]",,2022-04-16T11:47:58.0-07:00,45.583141 -122.661575,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100815</dd>
						<dt>Call Type:</dt>
						<dd>VEHICLE STOLEN - COLD</dd>
						<dt>Address:</dt>
						<dd>8200 NE MARTIN LUTHER KING JR BLVD, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 1:38:59 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101066","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 4500 SE JOHNSON CREEK BLVD, PORT",,,,2022-04-16T15:04:46.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 4500 SE JOHNSON CREEK BLVD, PORT [Portland Police #PP22000101066]",,2022-04-16T15:02:24.0-07:00,45.461893 -122.615359,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101066</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>4500 SE JOHNSON CREEK BLVD, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 3:04:46 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101076","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NW 3RD AVE / NW GLISAN ST, PORT",,,,2022-04-16T14:56:13.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NW 3RD AVE / NW GLISAN ST, PORT [Portland Police #PP22000101076]",,2022-04-16T14:56:09.0-07:00,45.526798 -122.673529,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101076</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>NW 3RD AVE / NW GLISAN ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:56:13 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100989","THEFT - COLD at 5700 N WILLIAMS AVE, PORT",,,,2022-04-16T14:59:31.0-07:00,,,,"THEFT - COLD at 5700 N WILLIAMS AVE, PORT [Portland Police #PP22000100989]",,2022-04-16T14:36:48.0-07:00,45.564584 -122.667216,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100989</dd>
						<dt>Call Type:</dt>
						<dd>THEFT - COLD</dd>
						<dt>Address:</dt>
						<dd>5700 N WILLIAMS AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:59:31 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101059","UNWANTED PERSON at 1200 SW PARK AVE, PORT",,,,2022-04-16T14:57:09.0-07:00,,,,"UNWANTED PERSON at 1200 SW PARK AVE, PORT [Portland Police #PP22000101059]",,2022-04-16T14:34:47.0-07:00,45.516245 -122.683557,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101059</dd>
						<dt>Call Type:</dt>
						<dd>UNWANTED PERSON</dd>
						<dt>Address:</dt>
						<dd>1200 SW PARK AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:57:09 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PG22000013937","THEFT - COLD at 2600 SE 1ST ST, GRSM",,,,2022-04-16T14:59:23.0-07:00,,,,"THEFT - COLD at 2600 SE 1ST ST, GRSM [Gresham Police #PG22000013937]",,2022-04-16T14:31:49.0-07:00,45.497277 -122.405402,"<dl>
						<dt>ID:</dt>
						<dd>PG22000013937</dd>
						<dt>Call Type:</dt>
						<dd>THEFT - COLD</dd>
						<dt>Address:</dt>
						<dd>2600 SE 1ST ST, GRSM</dd>
						<dt>Agency:</dt>
						<dd>Gresham Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:59:23 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101056","DISTURBANCE - PRIORITY at 1200 SW 6TH AVE, PORT",,,,2022-04-16T14:32:18.0-07:00,,,,"DISTURBANCE - PRIORITY at 1200 SW 6TH AVE, PORT [Portland Police #PP22000101056]",,2022-04-16T14:29:56.0-07:00,45.515271 -122.680959,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101056</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>1200 SW 6TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:32:18 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101054","TRIMET INCIDENT - PRIORITY at N ANCHOR ST / N CHANNEL AVE, PORT",,,,2022-04-16T15:04:53.0-07:00,,,,"TRIMET INCIDENT - PRIORITY at N ANCHOR ST / N CHANNEL AVE, PORT [Portland Police #PP22000101054]",,2022-04-16T14:28:15.0-07:00,45.556498 -122.702899,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101054</dd>
						<dt>Call Type:</dt>
						<dd>TRIMET INCIDENT - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>N ANCHOR ST / N CHANNEL AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 3:04:53 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101036","VEHICLE STOLEN - COLD at 1600 SE TAGGART ST, PORT",,,,2022-04-16T15:02:47.0-07:00,,,,"VEHICLE STOLEN - COLD at 1600 SE TAGGART ST, PORT [Portland Police #PP22000101036]",,2022-04-16T14:27:44.0-07:00,45.502880 -122.649243,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101036</dd>
						<dt>Call Type:</dt>
						<dd>VEHICLE STOLEN - COLD</dd>
						<dt>Address:</dt>
						<dd>1600 SE TAGGART ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 3:02:47 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101040","ACCIDENT - HIT & RUN - PRIORITY at SE POWELL BLVD / SE 111TH AVE, PORT",,,,2022-04-16T14:31:09.0-07:00,,,,"ACCIDENT - HIT & RUN - PRIORITY at SE POWELL BLVD / SE 111TH AVE, PORT [Portland Police #PP22000101040]",,2022-04-16T14:24:56.0-07:00,45.496445 -122.549319,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101040</dd>
						<dt>Call Type:</dt>
						<dd>ACCIDENT - HIT & RUN - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>SE POWELL BLVD / SE 111TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:31:09 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PG22000013938","UNWANTED PERSON at 18000 NE SANDY BLVD, GRSM",,,,2022-04-16T14:24:30.0-07:00,,,,"UNWANTED PERSON at 18000 NE SANDY BLVD, GRSM [Gresham Police #PG22000013938]",,2022-04-16T14:16:47.0-07:00,45.546278 -122.477471,"<dl>
						<dt>ID:</dt>
						<dd>PG22000013938</dd>
						<dt>Call Type:</dt>
						<dd>UNWANTED PERSON</dd>
						<dt>Address:</dt>
						<dd>18000 NE SANDY BLVD, GRSM</dd>
						<dt>Agency:</dt>
						<dd>Gresham Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:24:30 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101045","ACCIDENT - INJURY at NE 82ND AVE / NE GLISAN ST, PORT",,,,2022-04-16T14:51:10.0-07:00,,,,"ACCIDENT - INJURY at NE 82ND AVE / NE GLISAN ST, PORT [Portland Police #PP22000101045]",,2022-04-16T14:15:18.0-07:00,45.526422 -122.579039,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101045</dd>
						<dt>Call Type:</dt>
						<dd>ACCIDENT - INJURY</dd>
						<dt>Address:</dt>
						<dd>NE 82ND AVE / NE GLISAN ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:51:10 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101032","AREA CHECK at 13700 SE POWELL BLVD, PORT",,,,2022-04-16T14:13:50.0-07:00,,,,"AREA CHECK at 13700 SE POWELL BLVD, PORT [Portland Police #PP22000101032]",,2022-04-16T14:13:19.0-07:00,45.497756 -122.521500,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101032</dd>
						<dt>Call Type:</dt>
						<dd>AREA CHECK</dd>
						<dt>Address:</dt>
						<dd>13700 SE POWELL BLVD, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:13:50 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101041","DISTURBANCE - PRIORITY at 1000 SE BELMONT ST, PORT",,,,2022-04-16T14:56:58.0-07:00,,,,"DISTURBANCE - PRIORITY at 1000 SE BELMONT ST, PORT [Portland Police #PP22000101041]",,2022-04-16T14:10:27.0-07:00,45.516381 -122.654850,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101041</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>1000 SE BELMONT ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:56:58 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101021","UNWANTED PERSON at 9000 SE POWELL BLVD, PORT",,,,2022-04-16T14:26:18.0-07:00,,,,"UNWANTED PERSON at 9000 SE POWELL BLVD, PORT [Portland Police #PP22000101021]",,2022-04-16T14:06:27.0-07:00,45.497816 -122.569577,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101021</dd>
						<dt>Call Type:</dt>
						<dd>UNWANTED PERSON</dd>
						<dt>Address:</dt>
						<dd>9000 SE POWELL BLVD, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:26:18 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101034","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NW 1ST AVE / NW FLANDERS ST, PORT",,,,2022-04-16T14:35:09.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NW 1ST AVE / NW FLANDERS ST, PORT [Portland Police #PP22000101034]",,2022-04-16T14:02:36.0-07:00,45.525999 -122.671535,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101034</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>NW 1ST AVE / NW FLANDERS ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:35:09 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101022","VEHICLE STOLEN - COLD at 500 NE 87TH AVE, PORT",,,,2022-04-16T14:24:55.0-07:00,,,,"VEHICLE STOLEN - COLD at 500 NE 87TH AVE, PORT [Portland Police #PP22000101022]",,2022-04-16T13:47:05.0-07:00,45.526903 -122.573268,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101022</dd>
						<dt>Call Type:</dt>
						<dd>VEHICLE STOLEN - COLD</dd>
						<dt>Address:</dt>
						<dd>500 NE 87TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:24:55 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101000","HAZARD - HAZARDOUS CONDITION at 1200 SE 87TH AVE, PORT",,,,2022-04-16T14:54:45.0-07:00,,,,"HAZARD - HAZARDOUS CONDITION at 1200 SE 87TH AVE, PORT [Portland Police #PP22000101000]",,2022-04-16T13:42:07.0-07:00,45.514176 -122.574411,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101000</dd>
						<dt>Call Type:</dt>
						<dd>HAZARD - HAZARDOUS CONDITION</dd>
						<dt>Address:</dt>
						<dd>1200 SE 87TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:54:45 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100971","THEFT - COLD at 3500 NE GRAND AVE, PORT",,,,2022-04-16T14:35:35.0-07:00,,,,"THEFT - COLD at 3500 NE GRAND AVE, PORT [Portland Police #PP22000100971]",,2022-04-16T13:38:17.0-07:00,45.548535 -122.660761,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100971</dd>
						<dt>Call Type:</dt>
						<dd>THEFT - COLD</dd>
						<dt>Address:</dt>
						<dd>3500 NE GRAND AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:35:35 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101001","THREAT - COLD at 1200 SW COLUMBIA ST, PORT",,,,2022-04-16T14:33:58.0-07:00,,,,"THREAT - COLD at 1200 SW COLUMBIA ST, PORT [Portland Police #PP22000101001]",,2022-04-16T13:37:43.0-07:00,45.515871 -122.687480,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101001</dd>
						<dt>Call Type:</dt>
						<dd>THREAT - COLD</dd>
						<dt>Address:</dt>
						<dd>1200 SW COLUMBIA ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:33:58 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101009","ACCIDENT - HIT & RUN - PRIORITY at N COLUMBIA BLVD / N SWIFT CT[WB, PORT",,,,2022-04-16T14:32:04.0-07:00,,,,"ACCIDENT - HIT & RUN - PRIORITY at N COLUMBIA BLVD / N SWIFT CT[WB, PORT [Portland Police #PP22000101009]",,2022-04-16T13:33:02.0-07:00,45.603368 -122.748838,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101009</dd>
						<dt>Call Type:</dt>
						<dd>ACCIDENT - HIT & RUN - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>N COLUMBIA BLVD / N SWIFT CT[WB, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:32:04 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100963","SHOOTING - COLD at 11800 SE DIVISION ST, PORT",,,,2022-04-16T14:33:44.0-07:00,,,,"SHOOTING - COLD at 11800 SE DIVISION ST, PORT [Portland Police #PP22000100963]",,2022-04-16T13:27:17.0-07:00,45.505125 -122.541806,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100963</dd>
						<dt>Call Type:</dt>
						<dd>SHOOTING - COLD</dd>
						<dt>Address:</dt>
						<dd>11800 SE DIVISION ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:33:44 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101002","THREAT - WITH WEAPON *H at EB I84 FWY TO / SB I205 FWY, PORT",,,,2022-04-16T14:27:54.0-07:00,,,,"THREAT - WITH WEAPON *H at EB I84 FWY TO / SB I205 FWY, PORT [Portland Police #PP22000101002]",,2022-04-16T13:18:36.0-07:00,45.531314 -122.570549,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101002</dd>
						<dt>Call Type:</dt>
						<dd>THREAT - WITH WEAPON *H</dd>
						<dt>Address:</dt>
						<dd>EB I84 FWY TO / SB I205 FWY, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:27:54 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101006","TRIMET INCIDENT - PRIORITY at 0 NE HOLLADAY ST, PORT",,,,2022-04-16T14:17:53.0-07:00,,,,"TRIMET INCIDENT - PRIORITY at 0 NE HOLLADAY ST, PORT [Portland Police #PP22000101006]",,2022-04-16T13:18:05.0-07:00,45.530230 -122.665248,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101006</dd>
						<dt>Call Type:</dt>
						<dd>TRIMET INCIDENT - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>0 NE HOLLADAY ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:17:53 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100813","ACCIDENT - HIT AND RUN - COLD at 1700 NW 29TH AVE, PORT",,,,2022-04-16T14:42:04.0-07:00,,,,"ACCIDENT - HIT AND RUN - COLD at 1700 NW 29TH AVE, PORT [Portland Police #PP22000100813]",,2022-04-16T13:01:11.0-07:00,45.534965 -122.710660,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100813</dd>
						<dt>Call Type:</dt>
						<dd>ACCIDENT - HIT AND RUN - COLD</dd>
						<dt>Address:</dt>
						<dd>1700 NW 29TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:42:04 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100994","ACCIDENT - NON INJURY at SB I5 FWY NO / N COLUMBIA BLVD, PORT",,,,2022-04-16T14:09:29.0-07:00,,,,"ACCIDENT - NON INJURY at SB I5 FWY NO / N COLUMBIA BLVD, PORT [Portland Police #PP22000100994]",,2022-04-16T13:00:31.0-07:00,45.587322 -122.680667,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100994</dd>
						<dt>Call Type:</dt>
						<dd>ACCIDENT - NON INJURY</dd>
						<dt>Address:</dt>
						<dd>SB I5 FWY NO / N COLUMBIA BLVD, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:09:29 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100986","HAZARD - HAZARDOUS CONDITION at SB I205 FWY AT / EXIT 21A & NE GLISAN ST, PORT",,,,2022-04-16T15:07:45.0-07:00,,,,"HAZARD - HAZARDOUS CONDITION at SB I205 FWY AT / EXIT 21A & NE GLISAN ST, PORT [Portland Police #PP22000100986]",,2022-04-16T12:51:36.0-07:00,45.532885 -122.564813,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100986</dd>
						<dt>Call Type:</dt>
						<dd>HAZARD - HAZARDOUS CONDITION</dd>
						<dt>Address:</dt>
						<dd>SB I205 FWY AT / EXIT 21A & NE GLISAN ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 3:07:45 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100970","ROBBERY - WITH WEAPON *H at 600 SE 41ST AVE, PORT",,,,2022-04-16T14:28:14.0-07:00,,,,"ROBBERY - WITH WEAPON *H at 600 SE 41ST AVE, PORT [Portland Police #PP22000100970]",,2022-04-16T12:30:05.0-07:00,45.518604 -122.621016,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100970</dd>
						<dt>Call Type:</dt>
						<dd>ROBBERY - WITH WEAPON *H</dd>
						<dt>Address:</dt>
						<dd>600 SE 41ST AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 2:28:14 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101119","THEFT - PRIORITY at N RICHMOND AVE / N LOMBARD ST, PORT",,,,2022-04-16T16:02:50.0-07:00,,,,"THEFT - PRIORITY at N RICHMOND AVE / N LOMBARD ST, PORT [Portland Police #PP22000101119]",,2022-04-16T15:57:15.0-07:00,45.589003 -122.751067,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101119</dd>
						<dt>Call Type:</dt>
						<dd>THEFT - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>N RICHMOND AVE / N LOMBARD ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 4:02:50 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101103","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 2000 NE 78TH AVE, PORT",,,,2022-04-16T15:41:09.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 2000 NE 78TH AVE, PORT [Portland Police #PP22000101103]",,2022-04-16T15:34:08.0-07:00,45.536690 -122.582788,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101103</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>2000 NE 78TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 3:41:09 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100956","ACCIDENT - HIT AND RUN - COLD at SE BUSH ST / SE 129TH AVE, PORT",,,,2022-04-16T15:46:33.0-07:00,,,,"ACCIDENT - HIT AND RUN - COLD at SE BUSH ST / SE 129TH AVE, PORT [Portland Police #PP22000100956]",,2022-04-16T15:27:55.0-07:00,45.494470 -122.531362,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100956</dd>
						<dt>Call Type:</dt>
						<dd>ACCIDENT - HIT AND RUN - COLD</dd>
						<dt>Address:</dt>
						<dd>SE BUSH ST / SE 129TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 3:46:33 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101090","VANDALISM - COLD at 10800 SE STARK ST, PORT",,,,2022-04-16T15:33:18.0-07:00,,,,"VANDALISM - COLD at 10800 SE STARK ST, PORT [Portland Police #PP22000101090]",,2022-04-16T15:26:29.0-07:00,45.518491 -122.551407,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101090</dd>
						<dt>Call Type:</dt>
						<dd>VANDALISM - COLD</dd>
						<dt>Address:</dt>
						<dd>10800 SE STARK ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 3:33:18 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101105","DISTURBANCE - WITH WEAPON *H at 9700 NE GLISAN ST, PORT",,,,2022-04-16T16:06:06.0-07:00,,,,"DISTURBANCE - WITH WEAPON *H at 9700 NE GLISAN ST, PORT [Portland Police #PP22000101105]",,2022-04-16T15:23:34.0-07:00,45.525943 -122.563296,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101105</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - WITH WEAPON *H</dd>
						<dt>Address:</dt>
						<dd>9700 NE GLISAN ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 4:06:06 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000101098","AREA CHECK at 16900 SE DIVISION ST, PORT",,,,2022-04-16T15:18:31.0-07:00,,,,"AREA CHECK at 16900 SE DIVISION ST, PORT [Portland Police #PP22000101098]",,2022-04-16T15:17:24.0-07:00,45.506542 -122.489502,"<dl>
						<dt>ID:</dt>
						<dd>PP22000101098</dd>
						<dt>Call Type:</dt>
						<dd>AREA CHECK</dd>
						<dt>Address:</dt>
						<dd>16900 SE DIVISION ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 3:18:31 PM PDT</dd>
					</dl>"
